"filename", "language", "XML", "JSON", "YAML", "Dart", "Markdown", "Groovy", "Properties", "C++", "HTML", "Swift", "comment", "blank", "total"
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/profile/travel_for_work.dart", "Dart", 0, 0, 0, 79, 0, 0, 0, 0, 0, 0, 0, 5, 84
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/profile/widgets/profile_item.dart", "Dart", 0, 0, 0, 81, 0, 0, 0, 0, 0, 0, 1, 4, 86
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/profile_update/logic.dart", "Dart", 0, 0, 0, 70, 0, 0, 0, 0, 0, 0, 3, 10, 83
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/profile_update/scaffold.dart", "Dart", 0, 0, 0, 316, 0, 0, 0, 0, 0, 0, 39, 19, 374
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/profile_update/widgets/profile_update_image_container.dart", "Dart", 0, 0, 0, 79, 0, 0, 0, 0, 0, 0, 0, 5, 84
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/trips/trips.dart", "Dart", 0, 0, 0, 128, 0, 0, 0, 0, 0, 0, 0, 4, 132
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/trips/trips_empty.dart", "Dart", 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 23, 4, 83
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/trips/trips_if_not_login.dart", "Dart", 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 4, 67
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/whishlists/empty_fav.dart", "Dart", 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 4, 35
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/whishlists/whishlist_if_not_login.dart", "Dart", 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 4, 67
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/whishlists/whishlists.dart", "Dart", 0, 0, 0, 136, 0, 0, 0, 0, 0, 0, 0, 6, 142
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/pubspec.yaml", "YAML", 0, 0, 81, 0, 0, 0, 0, 0, 0, 0, 30, 10, 121
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/test/widget_test.dart", "Dart", 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 15, 7, 30
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/web/index.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 37, 0, 16, 6, 59
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/web/manifest.json", "JSON", 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 36
"Total", "-", 260, 1521, 84, 28611, 1, 102, 12, 1, 37, 14, 1145, 1872, 33660
