"filename", "language", "XML", "JSON", "YAML", "Dart", "Markdown", "Groovy", "Properties", "C++", "HTML", "Swift", "comment", "blank", "total"
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/explore/mapsview.dart", "Dart", 0, 0, 0, 242, 0, 0, 0, 0, 0, 0, 1, 18, 261
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/explore/widgets/explore_item.dart", "Dart", 0, 0, 0, 337, 0, 0, 0, 0, 0, 0, 26, 34, 397
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/explore/widgets/filters/filters.dart", "Dart", 0, 0, 0, 202, 0, 0, 0, 0, 0, 0, 10, 7, 219
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/explore/widgets/filters/widgets/accessibility_features_filters.dart", "Dart", 0, 0, 0, 70, 0, 0, 0, 0, 0, 0, 30, 5, 105
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/explore/widgets/filters/widgets/amenities_filter.dart", "Dart", 0, 0, 0, 167, 0, 0, 0, 0, 0, 0, 0, 9, 176
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/explore/widgets/filters/widgets/booking_options.dart", "Dart", 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 4, 56
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/explore/widgets/filters/widgets/host_language.dart", "Dart", 0, 0, 0, 70, 0, 0, 0, 0, 0, 0, 28, 5, 103
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/explore/widgets/filters/widgets/price_range.dart", "Dart", 0, 0, 0, 161, 0, 0, 0, 0, 0, 0, 0, 8, 169
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/explore/widgets/filters/widgets/property_type.dart", "Dart", 0, 0, 0, 99, 0, 0, 0, 0, 0, 0, 2, 5, 106
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/explore/widgets/filters/widgets/rooms_beds.dart", "Dart", 0, 0, 0, 296, 0, 0, 0, 0, 0, 0, 3, 6, 305
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/explore/widgets/filters/widgets/top_tier_stays.dart", "Dart", 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 5, 63
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/explore/widgets/filters/widgets/type_of_place.dart", "Dart", 0, 0, 0, 79, 0, 0, 0, 0, 0, 0, 0, 3, 82
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/explore/widgets/tabs.dart", "Dart", 0, 0, 0, 153, 0, 0, 0, 0, 0, 0, 0, 6, 159
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/exploreDetails/explore_details.dart", "Dart", 0, 0, 0, 658, 0, 0, 0, 0, 0, 0, 25, 18, 701
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/exploreDetails/report_listing/describe_how_inaccurate.dart", "Dart", 0, 0, 0, 103, 0, 0, 0, 0, 0, 0, 0, 5, 108
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/exploreDetails/report_listing/offensive.dart", "Dart", 0, 0, 0, 161, 0, 0, 0, 0, 0, 0, 0, 8, 169
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/exploreDetails/report_listing/offensive/abusive_hostile.dart", "Dart", 0, 0, 0, 106, 0, 0, 0, 0, 0, 0, 0, 5, 111
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/exploreDetails/report_listing/offensive/discriminatory.dart", "Dart", 0, 0, 0, 106, 0, 0, 0, 0, 0, 0, 0, 5, 111
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/exploreDetails/report_listing/offensive/inappropriate.dart", "Dart", 0, 0, 0, 106, 0, 0, 0, 0, 0, 0, 0, 5, 111
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/exploreDetails/report_listing/somethingelse.dart", "Dart", 0, 0, 0, 181, 0, 0, 0, 0, 0, 0, 0, 8, 189
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/exploreDetails/report_listing/we_got_your_report.dart", "Dart", 0, 0, 0, 86, 0, 0, 0, 0, 0, 0, 0, 5, 91
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/exploreDetails/report_listing/why_reporting.dart", "Dart", 0, 0, 0, 182, 0, 0, 0, 0, 0, 0, 0, 8, 190
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/exploreDetails/report_listing/why_scam.dart", "Dart", 0, 0, 0, 209, 0, 0, 0, 0, 0, 0, 0, 8, 217
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/exploreDetails/report_listing/why_scam/how_did_ask_for_pay.dart", "Dart", 0, 0, 0, 298, 0, 0, 0, 0, 0, 0, 0, 22, 320
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/exploreDetails/report_listing/why_scam/what_is_misleading.dart", "Dart", 0, 0, 0, 354, 0, 0, 0, 0, 0, 0, 0, 22, 376
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/exploreDetails/report_listing/why_scam/where_did_share_contact.dart", "Dart", 0, 0, 0, 266, 0, 0, 0, 0, 0, 0, 0, 22, 288
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/exploreDetails/report_listing/why_scam/where_did_they_advertise.dart", "Dart", 0, 0, 0, 260, 0, 0, 0, 0, 0, 0, 0, 22, 282
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/exploreDetails/widgets/bottom_sheet.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 105, 5, 110
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/exploreDetails/widgets/bottombar_reservebutton.dart", "Dart", 0, 0, 0, 95, 0, 0, 0, 0, 0, 0, 1, 5, 101
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/exploreDetails/widgets/cancellation_option.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 3, 48
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/exploreDetails/widgets/cancellation_policy.dart", "Dart", 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 55, 4, 105
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/exploreDetails/widgets/contact_host_button.dart", "Dart", 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 4, 36
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/exploreDetails/widgets/explore_detail_animities_listtile.dart", "Dart", 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 2, 39
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/exploreDetails/widgets/house_rules_detail.dart", "Dart", 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 3, 62
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/exploreDetails/widgets/image_slider.dart", "Dart", 0, 0, 0, 143, 0, 0, 0, 0, 0, 0, 1, 11, 155
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/exploreDetails/widgets/learn_more_cover.dart", "Dart", 0, 0, 0, 121, 0, 0, 0, 0, 0, 0, 4, 10, 135
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/exploreDetails/widgets/reviews.dart", "Dart", 0, 0, 0, 74, 0, 0, 0, 0, 0, 0, 0, 5, 79
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/exploreDetails/widgets/safety_property.dart", "Dart", 0, 0, 0, 116, 0, 0, 0, 0, 0, 0, 0, 4, 120
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/exploreDetails/widgets/show_all_animities.dart", "Dart", 0, 0, 0, 226, 0, 0, 0, 0, 0, 0, 0, 5, 231
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/exploreDetails/widgets/show_more_cards.dart", "Dart", 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 2, 44
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/exploreDetails/widgets/title_review.dart", "Dart", 0, 0, 0, 70, 0, 0, 0, 0, 0, 0, 3, 4, 77
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/feedback/scaffold.dart", "Dart", 0, 0, 0, 102, 0, 0, 0, 0, 0, 0, 0, 6, 108
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/hosting/all_views/hosting_all_views.dart", "Dart", 0, 0, 0, 86, 0, 0, 0, 0, 0, 0, 0, 6, 92
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/hosting/calendar/scaffold.dart", "Dart", 0, 0, 0, 315, 0, 0, 0, 0, 0, 0, 36, 27, 378
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/hosting/choose_cancellation_policy/scaffold.dart", "Dart", 0, 0, 0, 208, 0, 0, 0, 0, 0, 0, 7, 4, 219
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/hosting/house_rules/logic.dart", "Dart", 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 6, 68
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/hosting/house_rules/scaffold.dart", "Dart", 0, 0, 0, 377, 0, 0, 0, 0, 0, 0, 9, 21, 407
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/hosting/inbox/empty_message.dart", "Dart", 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 3, 30
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/hosting/inbox/scaffold.dart", "Dart", 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 4, 29
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/hosting/insights/scaffold.dart", "Dart", 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 6, 56
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/hosting/insights/tabs.dart", "Dart", 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 7, 3, 63
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/hosting/insights/widgets/cleanining.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/hosting/insights/widgets/opportunities.dart", "Dart", 0, 0, 0, 110, 0, 0, 0, 0, 0, 0, 0, 4, 114
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/hosting/insights/widgets/stats.dart", "Dart", 0, 0, 0, 73, 0, 0, 0, 0, 0, 0, 0, 3, 76
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/hosting/instant_booking/scaffold.dart", "Dart", 0, 0, 0, 286, 0, 0, 0, 0, 0, 0, 2, 11, 299
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/hosting/listing_status_booking_settings/booking_settings/additional_charges.dart", "Dart", 0, 0, 0, 182, 0, 0, 0, 0, 0, 0, 11, 8, 201
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/hosting/listing_status_booking_settings/booking_settings/availablity_settings/availablity_settings.dart", "Dart", 0, 0, 0, 207, 0, 0, 0, 0, 0, 0, 6, 12, 225
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/hosting/listing_status_booking_settings/booking_settings/availablity_settings/logic.dart", "Dart", 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 4, 7, 41
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/hosting/listing_status_booking_settings/booking_settings/availablity_settings/widgets/advance_notice.dart", "Dart", 0, 0, 0, 94, 0, 0, 0, 0, 0, 0, 0, 5, 99
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/hosting/listing_status_booking_settings/booking_settings/availablity_settings/widgets/availability_window.dart", "Dart", 0, 0, 0, 90, 0, 0, 0, 0, 0, 0, 10, 5, 105
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/hosting/listing_status_booking_settings/booking_settings/availablity_settings/widgets/preparation_time.dart", "Dart", 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 5, 67
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/hosting/listing_status_booking_settings/booking_settings/availablity_settings/widgets/same_day_cut_off_time.dart", "Dart", 0, 0, 0, 75, 0, 0, 0, 0, 0, 0, 1, 6, 82
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/hosting/listing_status_booking_settings/booking_settings/check_in_settings.dart", "Dart", 0, 0, 0, 82, 0, 0, 0, 0, 0, 0, 2, 4, 88
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/hosting/listing_status_booking_settings/booking_settings/guest_requiremnets.dart", "Dart", 0, 0, 0, 88, 0, 0, 0, 0, 0, 0, 2, 6, 96
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/hosting/listing_status_booking_settings/booking_settings/listing_status.dart", "Dart", 0, 0, 0, 123, 0, 0, 0, 0, 0, 0, 0, 3, 126
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/hosting/listing_status_booking_settings/booking_settings/local_laws.dart", "Dart", 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 3, 53
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/hosting/listing_status_booking_settings/booking_settings/nightly_price.dart", "Dart", 0, 0, 0, 81, 0, 0, 0, 0, 0, 0, 1, 5, 87
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/hosting/listing_status_booking_settings/booking_settings/trip_length.dart", "Dart", 0, 0, 0, 168, 0, 0, 0, 0, 0, 0, 4, 7, 179
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/hosting/listing_status_booking_settings/controller.dart", "Dart", 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 2, 4
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/hosting/listing_status_booking_settings/listing_detail/amenities.dart", "Dart", 0, 0, 0, 244, 0, 0, 0, 0, 0, 0, 4, 14, 262
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/hosting/listing_status_booking_settings/listing_detail/description.dart", "Dart", 0, 0, 0, 87, 0, 0, 0, 0, 0, 0, 0, 6, 93
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/hosting/listing_status_booking_settings/listing_detail/directions.dart", "Dart", 0, 0, 0, 75, 0, 0, 0, 0, 0, 0, 0, 7, 82
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/hosting/listing_status_booking_settings/listing_detail/edit_rooms_beds.dart", "Dart", 0, 0, 0, 256, 0, 0, 0, 0, 0, 0, 0, 7, 263
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/hosting/listing_status_booking_settings/listing_detail/eidt_images.dart", "Dart", 0, 0, 0, 140, 0, 0, 0, 0, 0, 0, 1, 9, 150
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/hosting/listing_status_booking_settings/listing_detail/eidt_location.dart", "Dart", 0, 0, 0, 102, 0, 0, 0, 0, 0, 0, 0, 8, 110
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/hosting/listing_status_booking_settings/listing_detail/house_manual.dart", "Dart", 0, 0, 0, 75, 0, 0, 0, 0, 0, 0, 0, 6, 81
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/hosting/listing_status_booking_settings/listing_detail/scenic_views.dart", "Dart", 0, 0, 0, 306, 0, 0, 0, 0, 0, 0, 0, 7, 313
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/hosting/listing_status_booking_settings/listing_detail/title.dart", "Dart", 0, 0, 0, 74, 0, 0, 0, 0, 0, 0, 0, 6, 80
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/hosting/listing_status_booking_settings/listing_detail/wi_fi.dart", "Dart", 0, 0, 0, 86, 0, 0, 0, 0, 0, 0, 0, 7, 93
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/hosting/listing_status_booking_settings/scaffold.dart", "Dart", 0, 0, 0, 86, 0, 0, 0, 0, 0, 0, 0, 6, 92
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/hosting/listing_status_booking_settings/tabs.dart", "Dart", 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 3, 57
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/hosting/listing_status_booking_settings/tabs/booking_settings.dart", "Dart", 0, 0, 0, 305, 0, 0, 0, 0, 0, 0, 5, 11, 321
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/hosting/listing_status_booking_settings/tabs/listing_detail.dart", "Dart", 0, 0, 0, 270, 0, 0, 0, 0, 0, 0, 10, 14, 294
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/hosting/menu/scaffold.dart", "Dart", 0, 0, 0, 218, 0, 0, 0, 0, 0, 0, 0, 5, 223
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/hosting/menu/widgets/ad_list.dart", "Dart", 0, 0, 0, 152, 0, 0, 0, 0, 0, 0, 0, 5, 157
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/hosting/notifications/empty_notifications.dart", "Dart", 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 3, 57
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/hosting/promote_listing/scaffold.dart", "Dart", 0, 0, 0, 266, 0, 0, 0, 0, 0, 0, 0, 9, 275
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/hosting/set_up_your_callender/scaffold.dart", "Dart", 0, 0, 0, 213, 0, 0, 0, 0, 0, 0, 0, 4, 217
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/hosting/today/scaffold.dart", "Dart", 0, 0, 0, 251, 0, 0, 0, 0, 0, 0, 1, 5, 257
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/image_view.dart/scaffold.dart", "Dart", 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 5, 56
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/inbox/inbox.dart", "Dart", 0, 0, 0, 118, 0, 0, 0, 0, 0, 0, 4, 11, 133
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/inbox/login_if_not_login.dart", "Dart", 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 4, 66
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/inbox/model/chat_model.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 2, 18
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/list_your_space/empty_space.dart", "Dart", 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 3, 59
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/list_your_space/if_not_login_space.dart", "Dart", 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 4, 67
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/list_your_space/list_your_space.dart", "Dart", 0, 0, 0, 128, 0, 0, 0, 0, 0, 0, 0, 4, 132
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/listing_posting/add_some_photos.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 85, 4, 89
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/listing_posting/logic.dart", "Dart", 0, 0, 0, 107, 0, 0, 0, 0, 0, 0, 0, 11, 118
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/listing_posting/screen1.dart", "Dart", 0, 0, 0, 137, 0, 0, 0, 0, 0, 0, 1, 7, 145
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/listing_posting/screen10.dart", "Dart", 0, 0, 0, 105, 0, 0, 0, 0, 0, 0, 1, 7, 113
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/listing_posting/screen11.dart", "Dart", 0, 0, 0, 69, 0, 0, 0, 0, 0, 0, 0, 5, 74
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/listing_posting/screen12.dart", "Dart", 0, 0, 0, 176, 0, 0, 0, 0, 0, 0, 0, 6, 182
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/listing_posting/screen13.dart", "Dart", 0, 0, 0, 81, 0, 0, 0, 0, 0, 0, 0, 5, 86
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/listing_posting/screen14.dart", "Dart", 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 5, 61
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/listing_posting/screen15.dart", "Dart", 0, 0, 0, 175, 0, 0, 0, 0, 0, 0, 2, 7, 184
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/listing_posting/screen16.dart", "Dart", 0, 0, 0, 186, 0, 0, 0, 0, 0, 0, 4, 5, 195
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/listing_posting/screen17.dart", "Dart", 0, 0, 0, 93, 0, 0, 0, 0, 0, 0, 0, 7, 100
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/listing_posting/screen18.dart", "Dart", 0, 0, 0, 124, 0, 0, 0, 0, 0, 0, 0, 6, 130
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/listing_posting/screen19.dart", "Dart", 0, 0, 0, 176, 0, 0, 0, 0, 0, 0, 1, 5, 182
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/listing_posting/screen2.dart", "Dart", 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 4, 57
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/listing_posting/screen20.dart", "Dart", 0, 0, 0, 74, 0, 0, 0, 0, 0, 0, 0, 4, 78
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/listing_posting/screen3.dart", "Dart", 0, 0, 0, 539, 0, 0, 0, 0, 0, 0, 11, 25, 575
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/listing_posting/screen4.dart", "Dart", 0, 0, 0, 166, 0, 0, 0, 0, 0, 0, 3, 8, 177
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/listing_posting/screen6.dart", "Dart", 0, 0, 0, 85, 0, 0, 0, 0, 0, 0, 0, 6, 91
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/listing_posting/screen7.dart", "Dart", 0, 0, 0, 246, 0, 0, 0, 0, 0, 0, 0, 7, 253
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/listing_posting/screen8.dart", "Dart", 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 4, 59
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/listing_posting/screen9.dart", "Dart", 0, 0, 0, 285, 0, 0, 0, 0, 0, 0, 4, 11, 300
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/listing_posting/widgets/amenities.dart", "Dart", 0, 0, 0, 380, 0, 0, 0, 0, 0, 0, 7, 6, 393
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/listing_posting/widgets/next_back.dart", "Dart", 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 2, 34
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/listing_posting/widgets/safty_item.dart", "Dart", 0, 0, 0, 147, 0, 0, 0, 0, 0, 0, 2, 6, 155
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/login/confirm_number_screen.dart", "Dart", 0, 0, 0, 161, 0, 0, 0, 0, 0, 0, 5, 4, 170
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/login/login_email_password.dart", "Dart", 0, 0, 0, 197, 0, 0, 0, 0, 0, 0, 11, 8, 216
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/login/login_screen.dart", "Dart", 0, 0, 0, 347, 0, 0, 0, 0, 0, 0, 7, 11, 365
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/profile/notifications/scaffold.dart", "Dart", 0, 0, 0, 572, 0, 0, 0, 0, 0, 0, 11, 15, 598
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/profile/payments_and_payouts.dart", "Dart", 0, 0, 0, 103, 0, 0, 0, 0, 0, 0, 0, 4, 107
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/profile/privacy_and_sharing.dart", "Dart", 0, 0, 0, 135, 0, 0, 0, 0, 0, 0, 0, 6, 141
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/profile/profile.dart", "Dart", 0, 0, 0, 346, 0, 0, 0, 0, 0, 0, 0, 11, 357
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/profile/profile_if_not_login.dart", "Dart", 0, 0, 0, 112, 0, 0, 0, 0, 0, 0, 8, 6, 126
"/Users/macbook/flutterDev/flutterProjects/ahmad hassan/klomi-klomi/lib/views/profile/translation_view/scaffold.dart", "Dart", 0, 0, 0, 102, 0, 0, 0, 0, 0, 0, 3, 5, 110
